text,sentiment
blackout city never not_good,negative
wow im tire go bed good night,neutral
happy mother day mom love,positive
hate ram use host virtual machine suck much,negative
never not_notice youre right guess thats heart always dream travel,neutral
hang three hour,neutral
well lunch uhhindoors though thunderstorm rolling,neutral
end stay late ur night laugh loud,neutral
yep work post,neutral
know second problem doesnt really exist still applies shame,negative
ready dc tomorrow photo trippin,neutral
miss oklahomaaaaa listen citizen cope til pass,negative
ah not_do cbeebies epg chance hehe need pinkyponk crash warning journey home long,neutral
get back home disappointing report card,negative
n't worry im safe sound,positive
back lunch remember join daily recap jb,neutral
also use close adiel sabby change alot like sec,positive
haha yeah improve nite big time make skype call soon tho tear away,positive
song suggestion anything veronica first album secret life would good choice,positive
get home hour track feel real good p run nice ab work push ups haha p,positive
look new laptop battery expensive,neutral
hate midget smfh dream fightin ln boston market turbull keep head bunt,negative
awsome thanks joca n't wait,positive
heres appropriate tweet everything ok last day tweet n't paint good picture c,negative
infamous awesome eye sore though,positive
forget completely abt upload assignemtn remmebered co ur twit,neutral
haha im work ca n't read anything,neutral
umno likely inside lot maybe skirt work,neutral
like power nap,neutral
last day professional intern,neutral
ok time bed good night twitter,positive
not_swine flu temperature screen feel like criminal cold,negative
go long mile bike ride today start rain,neutral
find little late couldnt afford,negative
eat much vegetarian pizza dinner good,negative
miss already,negative
drink much best cure fry,neutral
see,neutral
awe yeah fun revise others get distract easier yeah im tire revise history,neutral
enjoy whole relaxation thing,positive
prepare,neutral
sister pc blue screen,negative
make wish,neutral
sorry,negative
omg thats nightmare,negative
would rather bride last minute wed stuff instead stick behind desk someday,negative
god im early hayley still asleep today party day im get stuff ready x,negative
yes yes,neutral
miss argh,negative
go get driver license car licnse plat renew mechanic inspection town today,neutral
ca n't contain tooooooo excite,positive
get ta get early tomorrowgotta work,neutral
nyc placement start come look like upgrade might wait yet another two week placement dreadfully,negative
thelma rebeca fernanda symonds fernanda cordova,neutral
check check yes,neutral
catch apprentice last night poor howard lorraine turn go,neutral
x listen earlier day plan something friend say,neutral
justwatched like straight episode escape id discovery channel guy imprison woman kill cook,neutral
guess wait see,neutral
walk cloud sweet november lake house,positive
evenin tweeties phew hot not_that im complaining walk mile town today felt hot n sweaty nice tho,neutral
im feel verey tired madry chasawy,negative
phone bank,neutral
hate english day everyday,negative
time close today last day today tmr may shed tear,negative
tomorrow mean anna,neutral
crisis deathmatch n't game plus im not_really good game laugh loud,negative
good thing fever feel cold especially hot weather think im hallucinate laugh loud,neutral
someone friendster profyjust add meaytlaugh loud,neutral
woot laugh loud gon na hard send one back,neutral
totally felt bad guy haha im good miss guy,neutral
hope get car today hate anything stop work,neutral
heres quote ya jesus build bridge board nail,neutral
wish u,positive
fisher hey udid u get reply,neutral
whys cat pain,negative
cut thumb broken coffee pot,negative
ca n't get load,negative
pax goddamn suck hug,negative
ndc amendment right big pimpin get ta say positive right best man time tonight w thrd,positive
study exam tomorrow packin,neutral
way la run little bit late,negative
lose game point,negative
loveeee cashis jenkins shitttt,neutral
not_with,neutral
ca n't believe,neutral
ugh rude,negative
not_more high school,negative
youre one get marry,neutral
iight gon na miss tonight,negative
last time get right hello love,positive
g ur poopy head,negative
movie today ca n't go see,negative
know yayy,neutral
go doctor hav virus,neutral
happy birthday cheer pao,positive
want see movie sooo bad n't tell anything hehe,neutral
laugh loud thatll teach blindly trust amazon search result without read,neutral
watch best movie ever neverending story wish babbby though,positive
hemmat shes mad coz purposely let step foot n thought would give kiss compensate didnt,neutral
know ever want know extinction frog,neutral
n't wan na go europe need eat right difficult,negative
like youre not_enjoy hell,neutral
wait natie come online miss,negative
layenn downuughh dunt feel well,negative
lucky youmy day go large amount boredomand little stress detalis get bit gruesome,negative
change hairstylebut isnt good suppose n n't wealth much money hate hairdresser,negative
thank god starbucks,positive
fly fall get distract miss ground,neutral
ive beforesometimes turn thing felt forgive remould cut reform,positive
lovely husband make breakfast bed morning say chivalry dead,positive
hehe yeah funny update people random thing amusing,positive
yes,neutral
spend night mom tommy order pizza hut yum,positive
total love lip ringmore piercingsit utmost favorite,positive
mitchell try add xbox live lastnight live show friend list full,neutral
tiger woo youre baby omfg cleveland blast sleeping,positive
vote hungarywhat butbutthe nurburgring,neutral
poor stuart wonder move day todayi expect welcome cake case neighbor hehehe,neutral
sb kill furby tooo,negative
whn r u goin europe,neutral
shower feel refresh long day fair,positive
love music like almost everything,positive
run today let slight ache bad excuse ill make tomorrow go,negative
rain pretty nice meter cobble way,positive
freakin day thoughtwhat would look forward,negative
dj xmas week early hehe least didnt last min shopping,neutral
,neutral
oooh neat yes sf good food jealous sf people,neutral
wait get home watch new moon trailer clip stupid work internet access restriction,negative
happy hug mom day love mom,positive
really wish could make hr drive isnt go happen weekend,positive
aww try rest na lang muna,neutral
thats not_too bad good luck,positive
feel sad elizabeth,negative
hey closest among disney star,neutral
big sam houston not_big enough overcome challanges movingcariphone photography,negative
say happy mother day mom,positive
sister get lunch date n't,neutral
doesnt need shirt janewe suffer another two old eps tonight,negative
comp mental health wouldnt take samuel rogers center city give appt june day worth pill leave,positive
go one upset daughter bitmr rat take sudden turn worse didnt make,negative
watch qi dave still quite bore not_even adam davis cheer quite funny,neutral
excellent get name yet n't forget twitpic,positive
vote per day per computer,neutral
brian teach soccer lot fun,positive
nice call lmao,positive
laugh loud funny thing n't even know class even race half people group yes clueless,neutral
whats yall make early night think ima bout take shower chill witcha miss anything,positive
